Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Germany,DEU,Tree Cover Loss (hectares),AG.LND.FRLS.HA,52237,108233,186940,202278,..,..
Germany,DEU,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,33.5019188596,33.5019188596,33.5019188596,..,..,..
Greece,GRC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,..,..
Greece,GRC,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,12.8546065898118,..,..,..,..
Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.05813051890443,5.59528435262632,4.76718493701839,..,..,..
Greece,GRC,Control of Corruption: Estimate,CC.EST,-0.0557379238307476,0.0140720242634416,0.0320753939449787,0.183452636003494,0.0377966053783894,..
Greece,GRC,Economic and Social Rights Performance Score,SD.ESR.PERF.XQ,2.369789554,..,..,..,..,..
Greece,GRC,Government Effectiveness: Estimate,GE.EST,0.258635640144348,0.31449168920517,0.403194963932037,0.406721621751785,0.447398781776428,..
Greece,GRC,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,8.45666408538818,8.35541915893555,7.53919172286987,7.11189556121826,..,..
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.7878048780488,81.6390243902439,81.2878048780488,..,..,..
Greece,GRC,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC,0.872661625274553,0.871279164959052,0.879164204023349,..,..,..
Greece,GRC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.2,4,3.9,3.7,..,..
Greece,GRC,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC,0.410560560900604,0.412170721354367,0.41344178990165,..,..,..
Greece,GRC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,14.51537033,14.2538714,..,..,..,..
Greece,GRC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.153864294290543,0.162369400262833,0.115144267678261,0.101313188672066,0.0643030628561974,..
Greece,GRC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,18.6666666666667,20.6666666666667,21.6666666666667,21.6666666666667,21,..
Greece,GRC,Regulatory Quality: Estimate,RQ.EST,0.402087926864624,0.517325818538666,0.53649765253067,0.426903694868088,0.464378982782364,..
Greece,GRC,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,17.86,18.52,20.08,..,..,..
Greece,GRC,Rule of Law: Estimate,RL.EST,0.112756364047527,0.15774168074131,0.289413630962372,0.321593731641769,0.325584709644318,..
Greece,GRC,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.975350022315979,0.976090013980865,0.980000019073486,..,..,..
Greece,GRC,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,2,2,..,..,..,..
Greece,GRC,Voice and Accountability: Estimate,VA.EST,0.74184650182724,0.810959219932556,0.963265836238861,0.945831060409546,0.953022003173828,..
Greece,GRC,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,11.0283505287585,11.0283425069866,11.0283414195877,11.0283473269382,11.0283414195877,..
Greece,GRC,Tree Cover Loss (hectares),AG.LND.FRLS.HA,7122,7604,5427,49039,..,..
Greece,GRC,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,20.4774428485,20.4632814081,20.4774428485,..,..,..
India,IND,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,59.5,63.3,67.3,71.1,..,..
India,IND,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,24.166184366593,..,..,..,..
India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.79559529858433,1.75253436625037,1.57609323191648,..,..,..
India,IND,Control of Corruption: Estimate,CC.EST,-0.229412421584129,-0.302205294370651,-0.292916029691696,-0.316493511199951,-0.321810871362686,..
India,IND,Economic and Social Rights Performance Score,SD.ESR.PERF.XQ,2.078114933,..,..,..,..,..
India,IND,Government Effectiveness: Estimate,GE.EST,0.262748897075653,0.13084465265274,0.375041097402573,0.250856310129166,0.370331406593323,..
